"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","NY","ESTPP"," 2763"," 2879"," 3189"," 3328"," 3498"," 3710"," 3926"," 4105"," 4293"," 4617"," 4806"," 4918"," 5116"," 5501"," 5345"," 5323"," 5484"," 5690"," 5848"," 5965"," 5995"," 6130"," 6025"," 6191"," 6306"," 6333"," 6443"," 6658"," 7003"," 7129"," 7176"," 7141"," 7041"," 7084"," 7106"," 7043"," 7076"," 7072"," 7155"," 7381"," 7474"," 7556"," 7704"," 7512"," 7568"," 7848"," 7445"," 7745"," 7498"," 7253"," 7455"," 7387"," 7314"," 7535"," 7499"," 7575"," 7527"," 7400"," 7671"," 7481"," 6984"," 7125"," 7268"," 7064"
"2023F","NY","ESTXB"," 158712"," 167598"," 188222"," 198260"," 209934"," 224511"," 239004"," 251224"," 264404"," 285210"," 299574"," 308048"," 320140"," 341185"," 329190"," 327011"," 335687"," 345797"," 352760"," 357895"," 359318"," 367425"," 361602"," 373608"," 381837"," 384444"," 392067"," 405924"," 428694"," 437430"," 441255"," 441550"," 438339"," 444141"," 447574"," 445166"," 448771"," 450193"," 457875"," 475557"," 484595"," 491945"," 503066"," 491481"," 495019"," 512304"," 485316"," 505582"," 491509"," 477797"," 493456"," 491487"," 488471"," 504618"," 502833"," 508093"," 504304"," 494714"," 511561"," 496788"," 479067"," 482538"," 488634"," 475708"
"2023F","NY","ESTXP"," 46516"," 49120"," 55165"," 58107"," 61528"," 65800"," 70048"," 73629"," 77492"," 83590"," 87800"," 90284"," 93828"," 99996"," 96480"," 95841"," 98384"," 101347"," 103388"," 104893"," 105310"," 107686"," 105979"," 109498"," 111910"," 112674"," 114908"," 118970"," 125643"," 128203"," 129324"," 129411"," 128470"," 130170"," 131177"," 130471"," 131527"," 131944"," 134196"," 139378"," 142027"," 144181"," 147440"," 144045"," 145082"," 150148"," 142238"," 148178"," 144053"," 140034"," 144624"," 144047"," 143163"," 147895"," 147372"," 148914"," 147803"," 144992"," 149930"," 145600"," 140407"," 141424"," 143211"," 139422"
"2023F","NY","ESVHP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 59"," 86"," 115"," 143"," 231"," 337"
"2023F","NY","EV0CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","EV1CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 139"," 106"," 79"," 81"," 56"," 29"," 25"," 52"," 49"," 38"
"2023F","NY","EV2CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 917"," 1476"," 2216"," 2911"," 3787"," 4932"," 6084"," 8195"," 11655"," 15015"
"2023F","NY","EV2CR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2.25"," 2.48"," 2.56"," 2.76"," 3.08"," 3.23"," 2.93"," 3.43"," 3.75"
"2023F","NY","EVCHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 226"," 520"," 693"," 1072"," 1734"," 2602"," 3372"," 4237"," 5517"," 6798"," 9146"," 12912"," 16547"
"2023F","NY","EVCHP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 503"," 685"," 959"," 1212"," 1451"," 1702"," 1999"," 2989"," 3650"," 4323"
"2023F","NY","EVDCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 16"," 152"," 307"," 380"," 394"," 556"," 689"," 899"," 1208"," 1494"
"2023F","NY","EVDCR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3.38"," 3.65"," 3.96"," 4.1"," 4.34"," 4.66"," 4.43"," 4.38"," 4.14"
"2023F","NY","EVNNP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 20"," 139"," 206"," 302"," 316"," 322"," 320"," 10"," 23"
"2023F","NY","EVNOP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 141"," 137"," 140"," 156"," 181"," 214"," 242"," 356"," 344"
"2023F","NY","EVNTP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 524"," 683"," 866"," 993"," 1205"," 1463"," 2427"," 3284"," 3956"
"2023F","NY","EVPPP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 64"," 75"," 67"," 70"," 71"," 65"," 71"," 74"," 56"
"2023F","NY","EVPUP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 582"," 837"," 1112"," 1340"," 1558"," 1814"," 2785"," 3425"," 4090"
"2023F","NY","EVPVP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 39"," 47"," 33"," 41"," 73"," 120"," 133"," 151"," 177"
"2023F","NY","EYICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","EYICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","EYTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","EYTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","FFGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 26726"," 27022"," 26576"," 26783"," 26392"," 26428"," 26499"," 26310"," 26125"," 26027"," 26951"," 26731"," 26855"," 26918"," 26231"," 25812"
"2023F","NY","FFTCB"," 2825902"," 2902299"," 2995647"," 3067387"," 3156044"," 3423347"," 3597936"," 3683914"," 3770271"," 3884952"," 3971769"," 3912334"," 3909852"," 3999106"," 3678561"," 3473942"," 3714152"," 3667401"," 3611441"," 3330842"," 3202011"," 2989148"," 2855632"," 2612594"," 2687134"," 2760623"," 2795763"," 2949371"," 3046432"," 3102027"," 3030341"," 2936710"," 2962315"," 2907158"," 2904212"," 3041012"," 3051521"," 3145324"," 3102423"," 3148659"," 3214352"," 3137609"," 3068014"," 3177525"," 3226813"," 3171323"," 2933314"," 3035582"," 2914480"," 2708396"," 2877790"," 2761032"," 2676167"," 2713805"," 2838685"," 2821351"," 2748825"," 2675812"," 2830793"," 2735468"," 2376180"," 2602259"," 2730906"," 2693256"
"2023F","NY","FNICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","FNICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","FOICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","FOICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","FSICB"," 0"," 0"," 0"," 421"," 423"," 355"," 421"," 386"," 403"," 439"," 548"," 744"," 672"," 560"," 628"," 679"," 706"," 673"," 937"," 618"," 717"," 260"," 125"," 155"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","FSICP"," 0"," 0"," 0"," 70"," 70"," 59"," 70"," 64"," 67"," 73"," 91"," 124"," 112"," 93"," 105"," 113"," 118"," 112"," 156"," 103"," 120"," 43"," 21"," 26"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","GDPRV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 716104.7"," 744958.9"," 794009.5"," 839853"," 876285.2"," 885386.2"," 908535.2"," 958565.3"," 1009851"," 1072271.8"," 1116265.3"," 1107860.2"," 1155492.3"," 1217748"," 1245769.4"," 1324471.3"," 1364632.9"," 1434606.3"," 1498474.7"," 1556830"," 1624800.7"," 1710665.6"," 1787470.9"," 1773369.8"," 1923413.3"," 2052758.8"," 2172009.6"
"2023F","NY","GDPRX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1085934.4"," 1112323.6"," 1172149.8"," 1217036.4"," 1240755.2"," 1228580.8"," 1236563.1"," 1269433.1"," 1301438"," 1339568.5"," 1353798.9"," 1328095.7"," 1379504.6"," 1431624"," 1440346.8"," 1496280.1"," 1501818"," 1535375.9"," 1565835.2"," 1590567.8"," 1624800.7"," 1665186.8"," 1704364.3"," 1656784.8"," 1736222.3"," 1765102.1"," 1791210.7"
"2023F","NY","GECAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","GECCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 11"," 30"," 49"," 67"," 84"," 105"," 123"," 159"," 178"," 236"," 243"," 243"," 258"," 281"," 383"," 432"," 506"," 539"," 571"," 613"," 702"," 792"," 581"," 751"," 751"," 751"," 751"," 751"," 751"," 751"," 751"," 751"," 751"," 751"," 751"
"2023F","NY","GEEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","GEEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","GEGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","GEICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","GERCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 39"," 43"," 46"," 50"," 53"," 48"," 51"," 54"," 58"," 59"," 67"," 67"," 71"," 77"," 98"," 106"," 121"," 139"," 168"," 199"," 248"," 279"," 701"," 434"," 434"," 434"," 434"," 434"," 434"," 434"," 434"," 434"," 434"," 434"," 434"
"2023F","NY","GETCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 50"," 73"," 95"," 117"," 137"," 154"," 174"," 213"," 236"," 296"," 310"," 310"," 329"," 358"," 481"," 538"," 627"," 678"," 739"," 812"," 950"," 1070"," 1283"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"
"2023F","NY","GETXB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 50"," 73"," 95"," 117"," 137"," 154"," 174"," 213"," 236"," 296"," 310"," 310"," 329"," 358"," 481"," 538"," 627"," 678"," 739"," 812"," 950"," 1070"," 1283"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"," 1185"
"2023F","NY","HLACB"," 69"," 92"," 121"," 130"," 149"," 147"," 215"," 244"," 241"," 283"," 412"," 530"," 554"," 587"," 565"," 482"," 600"," 668"," 689"," 443"," 303"," 612"," 540"," 640"," 805"," 565"," 414"," 334"," 468"," 590"," 577"," 606"," 551"," 488"," 1099"," 531"," 473"," 347"," 2047"," 97"," 901"," 94"," 254"," 210"," 254"," 289"," 380"," 213"," 988"," 372"," 110"," 105"," 107"," 145"," 156"," 195"," 227"," 503"," 275"," 260"," 179"," 157"," 278"," 315"
"2023F","NY","HLACP"," 18"," 24"," 31"," 34"," 39"," 38"," 56"," 63"," 63"," 74"," 107"," 138"," 144"," 153"," 147"," 125"," 156"," 174"," 179"," 115"," 79"," 159"," 140"," 167"," 210"," 147"," 108"," 87"," 122"," 154"," 150"," 158"," 144"," 127"," 286"," 138"," 123"," 90"," 533"," 25"," 234"," 25"," 66"," 55"," 66"," 75"," 99"," 56"," 257"," 97"," 29"," 27"," 28"," 38"," 41"," 51"," 59"," 131"," 71"," 68"," 47"," 41"," 72"," 82"
"2023F","NY","HLCCB"," 2127"," 2100"," 2193"," 2382"," 2803"," 2251"," 2281"," 2167"," 2316"," 2825"," 2779"," 2865"," 3211"," 3090"," 2820"," 3073"," 3218"," 3306"," 3065"," 2557"," 2507"," 2664"," 2498"," 2970"," 2959"," 3223"," 3277"," 3829"," 3713"," 3926"," 4074"," 5044"," 4958"," 4287"," 4344"," 4510"," 4930"," 4373"," 4317"," 4685"," 6203"," 4692"," 5434"," 5407"," 7272"," 4254"," 4396"," 4901"," 6302"," 6624"," 6598"," 6903"," 5983"," 6505"," 6823"," 7267"," 7915"," 7770"," 8136"," 8449"," 9496"," 10491"," 10182"," 9774"
"2023F","NY","HLCCP"," 554"," 547"," 571"," 620"," 730"," 586"," 594"," 564"," 603"," 735"," 723"," 746"," 836"," 805"," 734"," 800"," 838"," 861"," 798"," 666"," 653"," 694"," 650"," 773"," 770"," 839"," 853"," 997"," 967"," 1022"," 1061"," 1313"," 1291"," 1116"," 1131"," 1174"," 1284"," 1138"," 1124"," 1220"," 1615"," 1221"," 1415"," 1408"," 1893"," 1108"," 1145"," 1276"," 1641"," 1724"," 1718"," 1797"," 1558"," 1693"," 1776"," 1892"," 2061"," 2023"," 2118"," 2200"," 2472"," 2731"," 2651"," 2545"
"2023F","NY","HLICB"," 1230"," 1209"," 1262"," 1629"," 1601"," 1836"," 2115"," 2407"," 3390"," 3756"," 4106"," 4521"," 4976"," 4979"," 4580"," 5095"," 5760"," 6222"," 7370"," 8970"," 9161"," 6668"," 6175"," 4237"," 4644"," 3351"," 3164"," 3082"," 2599"," 2836"," 2264"," 3801"," 3776"," 3291"," 3299"," 3050"," 3925"," 4982"," 5816"," 6096"," 7895"," 5342"," 3929"," 4740"," 5359"," 8298"," 5997"," 4216"," 2537"," 1931"," 2346"," 2759"," 3469"," 3362"," 3648"," 3138"," 3332"," 2334"," 2553"," 2487"," 2919"," 3736"," 4473"," 3588"
"2023F","NY","HLICK"," 3.783"," 3.783"," 3.783"," 3.784"," 3.785"," 3.786"," 3.785"," 3.783"," 3.739"," 3.707"," 3.648"," 3.634"," 3.615"," 3.593"," 3.567"," 3.534"," 3.528"," 3.464"," 3.447"," 3.537"," 3.526"," 3.478"," 3.441"," 3.418"," 3.415"," 3.421"," 3.48"," 3.512"," 3.501"," 3.543"," 3.448"," 3.435"," 3.458"," 3.424"," 3.48"," 3.462"," 3.437"," 3.449"," 3.448"," 3.44"," 3.42"," 3.426"," 3.43"," 3.447"," 3.434"," 3.433"," 3.42"," 3.392"," 3.37"," 3.313"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"
"2023F","NY","HLICP"," 325"," 320"," 333"," 431"," 423"," 485"," 559"," 636"," 907"," 1013"," 1125"," 1244"," 1377"," 1386"," 1284"," 1442"," 1633"," 1796"," 2138"," 2536"," 2598"," 1917"," 1795"," 1240"," 1360"," 980"," 909"," 877"," 742"," 800"," 657"," 1107"," 1092"," 961"," 948"," 881"," 1142"," 1445"," 1687"," 1772"," 2308"," 1559"," 1145"," 1375"," 1561"," 2417"," 1754"," 1243"," 753"," 583"," 611"," 718"," 903"," 875"," 950"," 817"," 868"," 608"," 665"," 647"," 760"," 973"," 1164"," 934"
"2023F","NY","HLRCB"," 7499"," 7401"," 7729"," 8397"," 9882"," 7933"," 8041"," 7639"," 8163"," 9957"," 9794"," 10099"," 11317"," 10893"," 9941"," 10833"," 11342"," 11655"," 10803"," 9012"," 8838"," 9391"," 8805"," 10468"," 10431"," 11360"," 11552"," 13495"," 13089"," 13839"," 14360"," 17779"," 17476"," 15112"," 15311"," 15897"," 17379"," 15413"," 15219"," 16512"," 21865"," 16538"," 19155"," 18949"," 19662"," 17903"," 15958"," 18326"," 22605"," 22815"," 22205"," 19767"," 16826"," 19400"," 24824"," 22466"," 21238"," 21885"," 27265"," 28275"," 25552"," 25568"," 24197"," 22982"
"2023F","NY","HLRCP"," 1952"," 1927"," 2012"," 2186"," 2573"," 2065"," 2094"," 1989"," 2125"," 2592"," 2550"," 2629"," 2946"," 2836"," 2588"," 2820"," 2953"," 3034"," 2813"," 2346"," 2301"," 2445"," 2292"," 2725"," 2716"," 2958"," 3008"," 3513"," 3408"," 3603"," 3739"," 4629"," 4550"," 3934"," 3986"," 4139"," 4525"," 4013"," 3962"," 4299"," 5693"," 4306"," 4987"," 4933"," 5119"," 4661"," 4155"," 4771"," 5885"," 5940"," 5781"," 5146"," 4381"," 5051"," 6463"," 5849"," 5529"," 5698"," 7098"," 7361"," 6652"," 6656"," 6300"," 5983"
"2023F","NY","HLTCB"," 10926"," 10803"," 11304"," 12539"," 14435"," 12166"," 12653"," 12457"," 14109"," 16821"," 17090"," 18015"," 20058"," 19550"," 17906"," 19484"," 20920"," 21851"," 21927"," 20981"," 20810"," 19334"," 18017"," 18315"," 18840"," 18498"," 18408"," 20739"," 19869"," 21191"," 21276"," 27230"," 26761"," 23179"," 24053"," 23988"," 26708"," 25115"," 27400"," 27390"," 36864"," 26666"," 28771"," 29306"," 32548"," 30744"," 26731"," 27656"," 32432"," 31742"," 31259"," 29535"," 26385"," 29411"," 35451"," 33066"," 32712"," 32492"," 38229"," 39471"," 38147"," 39952"," 39130"," 36658"
"2023F","NY","HLTCK"," 3.834"," 3.834"," 3.834"," 3.833"," 3.835"," 3.833"," 3.832"," 3.83"," 3.816"," 3.81"," 3.793"," 3.787"," 3.782"," 3.775"," 3.767"," 3.756"," 3.749"," 3.726"," 3.699"," 3.705"," 3.696"," 3.708"," 3.694"," 3.734"," 3.726"," 3.757"," 3.774"," 3.788"," 3.793"," 3.798"," 3.795"," 3.779"," 3.782"," 3.776"," 3.787"," 3.788"," 3.776"," 3.756"," 3.75"," 3.744"," 3.742"," 3.75"," 3.779"," 3.771"," 3.767"," 3.722"," 3.738"," 3.765"," 3.799"," 3.804"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"," 3.841"
"2023F","NY","HLTCP"," 2849"," 2817"," 2948"," 3271"," 3764"," 3174"," 3302"," 3253"," 3697"," 4415"," 4506"," 4757"," 5303"," 5179"," 4753"," 5188"," 5580"," 5865"," 5928"," 5663"," 5631"," 5215"," 4878"," 4905"," 5056"," 4923"," 4878"," 5474"," 5238"," 5579"," 5606"," 7206"," 7076"," 6139"," 6351"," 6332"," 7073"," 6686"," 7306"," 7316"," 9850"," 7111"," 7613"," 7771"," 8639"," 8261"," 7152"," 7345"," 8536"," 8344"," 8138"," 7689"," 6869"," 7657"," 9230"," 8609"," 8516"," 8459"," 9953"," 10276"," 9931"," 10401"," 10188"," 9544"
"2023F","NY","HLTXB"," 10926"," 10803"," 11304"," 12539"," 14435"," 12166"," 12653"," 12457"," 14109"," 16821"," 17090"," 18015"," 20058"," 19550"," 17906"," 19484"," 20920"," 21851"," 21927"," 20981"," 20810"," 19334"," 18017"," 18315"," 18840"," 18498"," 18408"," 20739"," 19869"," 21191"," 21276"," 27230"," 26761"," 23179"," 24053"," 23988"," 26708"," 25115"," 27400"," 27390"," 36864"," 26666"," 28771"," 29306"," 32548"," 30744"," 26731"," 27656"," 32432"," 31742"," 31259"," 29535"," 26385"," 29411"," 35451"," 33066"," 32712"," 32492"," 38229"," 39471"," 38147"," 39952"," 39130"," 36658"
"2023F","NY","HLTXP"," 2849"," 2817"," 2948"," 3271"," 3764"," 3174"," 3302"," 3253"," 3697"," 4415"," 4506"," 4757"," 5303"," 5179"," 4753"," 5188"," 5580"," 5865"," 5928"," 5663"," 5631"," 5215"," 4878"," 4905"," 5056"," 4923"," 4878"," 5474"," 5238"," 5579"," 5606"," 7206"," 7076"," 6139"," 6351"," 6332"," 7073"," 6686"," 7306"," 7316"," 9850"," 7111"," 7613"," 7771"," 8639"," 8261"," 7152"," 7345"," 8536"," 8344"," 8138"," 7689"," 6869"," 7657"," 9230"," 8609"," 8516"," 8459"," 9953"," 10276"," 9931"," 10401"," 10188"," 9544"
"2023F","NY","HPCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 6.3"," 5.3"," 7"," 7.3"," 6.6"," 6.5"," 4.7"," 5.1"," 5.8"," 7.2"," 5.9"
"2023F","NY","HPGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1297"," 1374"," 1400"," 1400"," 1400"," 1400"," 1406"," 1406"," 1406"," 1407"," 1409"," 1411"," 1407"," 1407"," 1409"," 1405"
"2023F","NY","HVCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 70.4"," 73"," 67.3"," 73.9"," 65"," 65.8"," 63.2"," 63"," 64.9"," 75.6"," 74.2"," 76.7"," 73.8"," 71.9"," 68.6"," 71.2"
"2023F","NY","HVGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4299"," 4310"," 4314"," 4319"," 4312"," 4332"," 4713"," 4712"," 4719"," 4554"," 4561"," 4560"," 4558"," 4566"," 4563"," 4561"
"2023F","NY","HYCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 23"," 23"," 23"," 23"," 15"," 15"," 22"," 18"," 15"," 11"," 13"," 0"," 0"," 0"," 17"," 11"," 18"," 12"," 0"," 14"," 10"," 19"," 13"," 19"," 9"," 15"," 15"," 21"," 21"," 22"," 19"," 27"," 16"," 19"
"2023F","NY","HYCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 7"," 7"," 7"," 7"," 5"," 4"," 7"," 5"," 4"," 3"," 4"," 0"," 0"," 0"," 5"," 3"," 5"," 4"," 0"," 4"," 3"," 6"," 4"," 6"," 3"," 5"," 4"," 6"," 6"," 6"," 6"," 8"," 5"," 5"
