"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","NY","DMACB"," 51014"," 48208"," 45490"," 50071"," 51794"," 51260"," 55735"," 59317"," 54990"," 60798"," 62055"," 60350"," 60344"," 69557"," 63302"," 61092"," 69779"," 69500"," 67531"," 69934"," 60053"," 55003"," 58893"," 57887"," 61535"," 80058"," 89394"," 99708"," 108414"," 106652"," 126401"," 115496"," 115945"," 121927"," 125163"," 124057"," 127002"," 132924"," 125445"," 139821"," 134095"," 136863"," 137565"," 182898"," 208922"," 166074"," 170539"," 168581"," 158863"," 158113"," 161884"," 161556"," 156125"," 147220"," 156973"," 164264"," 173210"," 175201"," 188090"," 176483"," 163391"," 187627"," 212489"," 207191"
"2023F","NY","DMACP"," 8758"," 8276"," 7810"," 8596"," 8892"," 8800"," 9568"," 10183"," 9440"," 10438"," 10653"," 10361"," 10359"," 11941"," 10867"," 10488"," 11979"," 11931"," 11593"," 12006"," 10309"," 9443"," 10110"," 9938"," 10564"," 13744"," 15347"," 17117"," 18612"," 18309"," 21700"," 19828"," 19905"," 20932"," 21506"," 21316"," 21822"," 22839"," 21558"," 24028"," 23044"," 23520"," 23641"," 31431"," 35910"," 28545"," 29388"," 29146"," 27485"," 27351"," 28017"," 27970"," 27039"," 25497"," 27191"," 28454"," 30003"," 30354"," 32587"," 30581"," 28317"," 32518"," 36827"," 35908"
"2023F","NY","DMCCB"," 88684"," 95248"," 106134"," 106218"," 104888"," 113744"," 110311"," 115008"," 118413"," 118345"," 118689"," 117185"," 121618"," 123016"," 113782"," 110474"," 121516"," 122174"," 121939"," 87754"," 84414"," 73383"," 79209"," 69481"," 81719"," 76980"," 106962"," 98348"," 98167"," 100188"," 89791"," 86020"," 94139"," 93956"," 94473"," 91436"," 90391"," 83439"," 69330"," 81153"," 88028"," 98138"," 87469"," 115109"," 115819"," 105227"," 90538"," 84479"," 77725"," 69682"," 58038"," 59489"," 49609"," 52508"," 48007"," 54837"," 46077"," 45158"," 45178"," 46579"," 35841"," 48043"," 47905"," 46372"
"2023F","NY","DMCCP"," 15225"," 16352"," 18220"," 18235"," 18007"," 19527"," 18937"," 19744"," 20328"," 20317"," 20376"," 20118"," 20879"," 21119"," 19533"," 18965"," 20861"," 20974"," 20934"," 15065"," 14492"," 12598"," 13598"," 11928"," 14029"," 13215"," 18363"," 16884"," 16853"," 17200"," 15415"," 14767"," 16161"," 16130"," 16232"," 15711"," 15531"," 14337"," 11914"," 13946"," 15128"," 16865"," 15032"," 19782"," 19907"," 18086"," 15602"," 14606"," 13447"," 12062"," 10050"," 10310"," 8602"," 9094"," 8316"," 9499"," 7981"," 7824"," 7827"," 8071"," 6212"," 8326"," 8302"," 8037"
"2023F","NY","DMEIB"," 3148"," 4069"," 4874"," 5281"," 5439"," 6841"," 8959"," 9476"," 10633"," 13253"," 18287"," 42305"," 50982"," 42287"," 27537"," 22935"," 18321"," 14250"," 6103"," 4856"," 4246"," 5270"," 3744"," 3512"," 4734"," 4780"," 7860"," 8399"," 12595"," 21180"," 6376"," 5722"," 2909"," 5258"," 13388"," 9470"," 7381"," 9128"," 8089"," 12844"," 13688"," 17512"," 12972"," 14021"," 10122"," 9160"," 3607"," 7936"," 4677"," 4253"," 3679"," 1910"," 2261"," 2898"," 4799"," 4813"," 1981"," 1518"," 4548"," 2197"," 1034"," 1201"," 6102"," 922"
"2023F","NY","DMEIP"," 540"," 698"," 837"," 907"," 934"," 1174"," 1538"," 1627"," 1825"," 2275"," 3139"," 7263"," 8752"," 7260"," 4727"," 3937"," 3145"," 2446"," 1048"," 834"," 729"," 905"," 643"," 603"," 813"," 821"," 1349"," 1442"," 2162"," 3636"," 1095"," 982"," 499"," 903"," 2300"," 1627"," 1268"," 1568"," 1390"," 2207"," 2352"," 3010"," 2229"," 2410"," 1740"," 1574"," 622"," 1372"," 809"," 736"," 637"," 331"," 392"," 503"," 833"," 835"," 344"," 264"," 790"," 382"," 180"," 208"," 1058"," 160"
"2023F","NY","DMICB"," 75317"," 78419"," 87058"," 86820"," 85933"," 98497"," 95329"," 98179"," 96843"," 99207"," 97921"," 97677"," 103716"," 107024"," 97350"," 91807"," 102196"," 106148"," 106037"," 103166"," 54400"," 35704"," 35562"," 28443"," 33453"," 31324"," 20440"," 25722"," 24710"," 24903"," 23724"," 20517"," 21109"," 25145"," 19853"," 17872"," 17769"," 17006"," 17550"," 20022"," 19116"," 17345"," 16812"," 17746"," 20252"," 19610"," 20095"," 20965"," 19705"," 16930"," 13135"," 16207"," 14428"," 13105"," 11533"," 11701"," 10778"," 10961"," 11248"," 14651"," 13410"," 11754"," 11882"," 11597"
"2023F","NY","DMICP"," 12930"," 13463"," 14946"," 14905"," 14752"," 16909"," 16365"," 16855"," 16625"," 17031"," 16810"," 16769"," 17805"," 18373"," 16712"," 15761"," 17544"," 18223"," 18204"," 17711"," 9339"," 6129"," 6105"," 4883"," 5743"," 5378"," 3509"," 4416"," 4242"," 4275"," 4073"," 3522"," 3624"," 4317"," 3411"," 3071"," 3053"," 2922"," 3016"," 3441"," 3285"," 2981"," 2889"," 3050"," 3481"," 3371"," 3463"," 3625"," 3409"," 2931"," 2274"," 2809"," 2502"," 2274"," 2001"," 2031"," 1872"," 1904"," 1953"," 2544"," 2330"," 2039"," 2061"," 2012"
"2023F","NY","DMRCB"," 261701"," 281071"," 313197"," 313443"," 309521"," 335652"," 325521"," 339382"," 349432"," 349231"," 350247"," 345806"," 358890"," 363014"," 335766"," 326003"," 358589"," 360530"," 359837"," 258953"," 219542"," 204140"," 184420"," 171278"," 201447"," 201592"," 221210"," 240990"," 242893"," 225255"," 183602"," 168711"," 189622"," 178348"," 173253"," 166594"," 175995"," 170915"," 155002"," 164950"," 205000"," 212407"," 191404"," 202941"," 199339"," 203942"," 155503"," 174107"," 162643"," 119904"," 114236"," 106482"," 126543"," 103609"," 112034"," 120335"," 88291"," 82629"," 104134"," 102189"," 75140"," 100829"," 101851"," 98650"
"2023F","NY","DMRCP"," 44927"," 48253"," 53768"," 53810"," 53137"," 57623"," 55883"," 58263"," 59988"," 59954"," 60128"," 59366"," 61612"," 62320"," 57642"," 55966"," 61560"," 61894"," 61775"," 44455"," 37690"," 35045"," 31660"," 29404"," 34583"," 34608"," 37976"," 41372"," 41698"," 38670"," 31520"," 28963"," 32553"," 30618"," 29769"," 28624"," 30240"," 29367"," 26637"," 28347"," 35229"," 36502"," 32893"," 34876"," 34262"," 35054"," 26797"," 30101"," 28139"," 20755"," 19781"," 18454"," 21943"," 17944"," 19407"," 20844"," 15294"," 14315"," 18041"," 17707"," 13023"," 17475"," 17652"," 17097"
"2023F","NY","DMTCB"," 479863"," 507015"," 556754"," 561832"," 557576"," 605994"," 595854"," 621362"," 630311"," 640834"," 647199"," 663322"," 695549"," 704898"," 637738"," 612311"," 670401"," 672603"," 661447"," 524663"," 422655"," 373499"," 361827"," 330602"," 382889"," 394735"," 445867"," 473167"," 486780"," 478178"," 429894"," 396465"," 423724"," 424633"," 426129"," 409429"," 418538"," 413412"," 375416"," 418790"," 459928"," 482265"," 446223"," 532716"," 554455"," 504013"," 440282"," 456068"," 423613"," 368882"," 350971"," 345644"," 348966"," 319340"," 333345"," 355950"," 320336"," 315467"," 353198"," 342100"," 288815"," 349454"," 380229"," 364733"
"2023F","NY","DMTCP"," 82380"," 87041"," 95580"," 96452"," 95721"," 104033"," 102293"," 106672"," 108208"," 110015"," 111107"," 113875"," 119408"," 121012"," 109483"," 105118"," 115090"," 115468"," 113553"," 90071"," 72559"," 64120"," 62116"," 56756"," 65732"," 67766"," 76544"," 81230"," 83567"," 82091"," 73802"," 68063"," 72742"," 72898"," 73218"," 70349"," 71914"," 71033"," 64516"," 71969"," 79039"," 82878"," 76684"," 91548"," 95300"," 86630"," 75871"," 78850"," 73289"," 63835"," 60760"," 59875"," 60478"," 55312"," 57747"," 61663"," 55495"," 54660"," 61198"," 59285"," 50061"," 60566"," 65900"," 63214"
"2023F","NY","ELEXB"," 39"," 159"," 1560"," 1623"," 11252"," 7391"," 6039"," 6419"," 6084"," 4943"," 7615"," 4929"," 4130"," 3884"," 4078"," 6237"," 1858"," 2716"," 409"," 2146"," 1892"," 2686"," 1685"," 1633"," 1622"," 1972"," 1225"," 2933"," 1847"," 5812"," 10544"," 688"," 1628"," 757"," 647"," 352"," 1577"," 5101"," 5710"," 7482"," 6823"," 13930"," 10616"," 15390"," 14550"," 11725"," 8564"," 10503"," 11468"," 4978"," 7996"," 5586"," 1231"," 2432"," 3513"," 1689"," 297"," 159"," 471"," 6434"," 6846"," 5972"," 5128"," 6215"
"2023F","NY","ELEXP"," 11"," 47"," 457"," 476"," 3298"," 2166"," 1770"," 1881"," 1783"," 1449"," 2232"," 1445"," 1211"," 1138"," 1195"," 1828"," 544"," 796"," 120"," 629"," 555"," 787"," 494"," 479"," 475"," 578"," 359"," 860"," 541"," 1703"," 3090"," 202"," 477"," 222"," 190"," 103"," 462"," 1495"," 1674"," 2193"," 2000"," 4083"," 3111"," 4511"," 4264"," 3437"," 2510"," 3078"," 3361"," 1459"," 2343"," 1637"," 361"," 713"," 1030"," 495"," 87"," 47"," 138"," 1886"," 2006"," 1750"," 1503"," 1822"
"2023F","NY","ELGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 38720"," 39671"," 39357"," 39629"," 39520"," 39918"," 40404"," 40249"," 40124"," 40135"," 41124"," 41079"," 40243"," 39890"," 39689"," 40230"
"2023F","NY","ELIMB"," 12400"," 4565"," 4524"," 4374"," 18521"," 9081"," 8906"," 7924"," 6178"," 7852"," 10837"," 7806"," 9566"," 11705"," 14640"," 11805"," 10137"," 13209"," 17054"," 42843"," 26346"," 50826"," 53300"," 70810"," 72992"," 60957"," 53981"," 55687"," 43451"," 21318"," 12974"," 11119"," 12045"," 19681"," 44259"," 30715"," 25627"," 10388"," 8529"," 10816"," 36383"," 40415"," 48025"," 34119"," 32271"," 36567"," 42634"," 49016"," 56904"," 38400"," 31982"," 41249"," 57629"," 63830"," 58458"," 60703"," 61528"," 56282"," 53543"," 55568"," 54583"," 52822"," 46781"," 25924"
"2023F","NY","ELIMP"," 3634"," 1338"," 1326"," 1282"," 5428"," 2661"," 2610"," 2322"," 1811"," 2301"," 3176"," 2288"," 2804"," 3431"," 4291"," 3460"," 2971"," 3871"," 4998"," 12557"," 7721"," 14896"," 15621"," 20753"," 21393"," 17865"," 15821"," 16321"," 12735"," 6248"," 3802"," 3259"," 3530"," 5768"," 12971"," 9002"," 7511"," 3045"," 2500"," 3170"," 10663"," 11845"," 14075"," 10000"," 9458"," 10717"," 12495"," 14366"," 16678"," 11254"," 9373"," 12089"," 16890"," 18708"," 17133"," 17791"," 18033"," 16495"," 15693"," 16286"," 15998"," 15481"," 13711"," 7598"
"2023F","NY","ELISB","-24704","-9385"," 22835"," 21594"," 7430"," 9831"," 28299"," 13241"," 21912"," 31982"," 20468"," 560"," 16107"," 60181"," 52802"," 26515"," 53819"," 50102"," 53813"," 113726"," 106118"," 116538"," 130816"," 120911"," 79570"," 107838"," 147777"," 121492"," 125455"," 108698"," 91407"," 75334"," 162252"," 177919"," 86506"," 47612"," 49371"," 54288"," 43525"," 96535"," 132237"," 82647"," 140850"," 176422"," 201991"," 134844"," 61470"," 44398"," 32985"," 88726"," 124974"," 73503"," 26271"," 58031"," 56008"," 41984"," 64159"," 102578"," 111332"," 85800"," 55404"," 106693"," 132473"," 163369"
"2023F","NY","ELISP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 8823"," 7289"," 15569"," 16893"," 8312"," 4551"," 4963"," 5502"," 4204"," 9455"," 12488"," 7892"," 13823"," 17250"," 19723"," 13181"," 6014"," 4346"," 3259"," 8832"," 12490"," 7580"," 2763"," 6065"," 5871"," 4452"," 6963"," 11273"," 12407"," 9575"," 6587"," 12438"," 15770"," 19009"
"2023F","NY","ELNIB"," 12361"," 4405"," 2963"," 2750"," 7269"," 1690"," 2867"," 1505"," 94"," 2909"," 3222"," 2878"," 5435"," 7821"," 10562"," 5567"," 8279"," 10493"," 16645"," 40697"," 24454"," 48140"," 51615"," 69177"," 71370"," 58985"," 52756"," 52754"," 41604"," 15505"," 2430"," 10431"," 10417"," 18924"," 43611"," 30363"," 24050"," 5287"," 2819"," 3334"," 29560"," 26485"," 37409"," 18729"," 17721"," 24841"," 34071"," 38514"," 45436"," 33422"," 23986"," 35663"," 56397"," 61399"," 54945"," 59014"," 61231"," 56123"," 53072"," 49134"," 47738"," 46850"," 41653"," 19709"
"2023F","NY","ELNIP"," 3623"," 1291"," 869"," 806"," 2130"," 495"," 840"," 441"," 28"," 853"," 944"," 843"," 1593"," 2292"," 3096"," 1632"," 2426"," 3075"," 4878"," 11928"," 7167"," 14109"," 15128"," 20275"," 20917"," 17287"," 15462"," 15461"," 12194"," 4544"," 712"," 3057"," 3053"," 5546"," 12782"," 8899"," 7049"," 1550"," 826"," 977"," 8664"," 7762"," 10964"," 5489"," 5194"," 7281"," 9986"," 11288"," 13316"," 9796"," 7030"," 10452"," 16529"," 17995"," 16104"," 17296"," 17946"," 16449"," 15554"," 14400"," 13991"," 13731"," 12208"," 5776"
"2023F","NY","ELVHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 17.3"," 27.1"," 41.4"," 51.5"," 64.7"," 93.6"," 126.4"," 207"
"2023F","NY","ELVHS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," .2"," .2"," .4"," .5"," .6"," .9"," 1.2"," 2"
"2023F","NY","EMACB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 285"," 704"," 2246"," 1894"," 1824"," 1355"," 1172"," 1296"," 366"," 324"," 1872"," 23945"," 7908"," 20599"," 25949"," 34081"," 41053"," 45902"," 43651"," 43007"," 43420"," 44791"," 42699"," 44635"," 45895"," 46726"," 46412"," 38220"," 42696"," 41779"," 42877"
"2023F","NY","EMCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 4"," 3"," 3"," 2"," 2"," 2"," 1"," 2"," 4"," 35"," 14"," 43"," 50"," 53"," 65"," 61"," 63"," 60"," 66"," 67"," 1068"," 1066"," 1079"," 1086"," 1103"," 1115"," 1136"," 1386"," 1170"
"2023F","NY","EMICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 6"," 19"," 16"," 17"," 11"," 8"," 9"," 5"," 5"," 29"," 380"," 130"," 364"," 411"," 429"," 500"," 791"," 529"," 777"," 787"," 723"," 935"," 943"," 975"," 997"," 1010"," 1024"," 1033"," 1070"," 1082"
"2023F","NY","EMLCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 237"," 4820"," 2748"," 5692"," 6964"," 6974"," 8453"," 7827"," 7748"," 8472"," 8204"," 7356"," 7792"," 3867"," 3024"," 2999"," 3043"
"2023F","NY","EMTCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 287"," 711"," 2269"," 1913"," 1843"," 1368"," 1182"," 1307"," 372"," 331"," 1905"," 24360"," 8052"," 21006"," 26410"," 34564"," 41618"," 46754"," 44244"," 43843"," 44273"," 45581"," 44702"," 46644"," 47948"," 48809"," 48525"," 40359"," 44865"," 44235"," 45129"
"2023F","NY","ENACP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 82"," 203"," 648"," 546"," 526"," 391"," 338"," 374"," 106"," 93"," 540"," 6904"," 2280"," 5939"," 7482"," 9827"," 11859"," 13242"," 12587"," 12399"," 12514"," 12902"," 12297"," 12855"," 13200"," 13407"," 13330"," 10995"," 12274"," 11998"," 12322"
"2023F","NY","ENCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 1"," 1"," 10"," 4"," 12"," 14"," 15"," 19"," 18"," 18"," 17"," 19"," 19"," 307"," 307"," 310"," 312"," 317"," 321"," 327"," 398"," 336"
"2023F","NY","ENICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 6"," 5"," 5"," 3"," 2"," 3"," 1"," 1"," 8"," 110"," 37"," 105"," 118"," 124"," 145"," 228"," 153"," 224"," 227"," 208"," 269"," 272"," 280"," 286"," 290"," 295"," 297"," 307"," 311"
"2023F","NY","ENTCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 83"," 205"," 654"," 552"," 532"," 394"," 341"," 377"," 107"," 95"," 549"," 7024"," 2322"," 6057"," 7615"," 9966"," 12023"," 13488"," 12758"," 12640"," 12759"," 13129"," 12874"," 13433"," 13790"," 14005"," 13937"," 11610"," 12897"," 12703"," 12969"
"2023F","NY","EQICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","EQICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","EQTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","EQTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","ESACB"," 6978"," 7015"," 7043"," 7133"," 7294"," 7316"," 7031"," 7469"," 7735"," 7885"," 8073"," 7889"," 7756"," 7554"," 7021"," 7018"," 6811"," 7233"," 6686"," 6565"," 7322"," 7025"," 7058"," 8263"," 9162"," 8333"," 8874"," 9190"," 9287"," 9640"," 9538"," 9262"," 9021"," 9129"," 9563"," 9407"," 8980"," 8758"," 8803"," 9056"," 9394"," 9027"," 8997"," 9175"," 9041"," 9712"," 9575"," 11592"," 9956"," 10321"," 9969"," 10171"," 9376"," 9774"," 9735"," 9608"," 9402"," 9440"," 10080"," 9622"," 8701"," 8377"," 8870"," 9257"
"2023F","NY","ESACP"," 2045"," 2056"," 2064"," 2091"," 2138"," 2144"," 2061"," 2189"," 2267"," 2311"," 2366"," 2312"," 2273"," 2214"," 2058"," 2057"," 1996"," 2120"," 1959"," 1924"," 2146"," 2059"," 2069"," 2422"," 2685"," 2442"," 2601"," 2693"," 2722"," 2825"," 2795"," 2714"," 2644"," 2676"," 2803"," 2757"," 2632"," 2567"," 2580"," 2654"," 2753"," 2646"," 2637"," 2689"," 2650"," 2846"," 2806"," 3397"," 2918"," 3025"," 2922"," 2981"," 2748"," 2864"," 2853"," 2816"," 2756"," 2767"," 2954"," 2820"," 2550"," 2455"," 2600"," 2713"
"2023F","NY","ESCCB"," 59869"," 44744"," 46566"," 70374"," 75491"," 80277"," 85961"," 91416"," 97806"," 104822"," 111878"," 116944"," 123575"," 130990"," 124112"," 129066"," 130596"," 131475"," 134534"," 136040"," 138087"," 145642"," 146035"," 149615"," 162410"," 166559"," 172066"," 178297"," 188702"," 191248"," 191159"," 192463"," 191342"," 195883"," 200633"," 213281"," 213807"," 218480"," 224627"," 231910"," 240264"," 245151"," 249752"," 247354"," 253777"," 262116"," 259410"," 253601"," 264142"," 257084"," 263665"," 260697"," 259373"," 260480"," 261157"," 262743"," 261042"," 257038"," 261856"," 256210"," 235390"," 238569"," 246365"," 243692"
"2023F","NY","ESCCP"," 17546"," 13114"," 13648"," 20625"," 22125"," 23528"," 25194"," 26792"," 28665"," 30722"," 32790"," 34274"," 36218"," 38391"," 36375"," 37827"," 38275"," 38533"," 39430"," 39871"," 40471"," 42685"," 42800"," 43850"," 47600"," 48816"," 50430"," 52256"," 55305"," 56051"," 56025"," 56408"," 56079"," 57410"," 58802"," 62509"," 62663"," 64033"," 65834"," 67969"," 70417"," 71850"," 73198"," 72495"," 74378"," 76822"," 76029"," 74326"," 77416"," 75347"," 77276"," 76406"," 76018"," 76342"," 76541"," 77006"," 76507"," 75333"," 76745"," 75091"," 68989"," 69920"," 72206"," 71422"
"2023F","NY","ESICB"," 49229"," 69737"," 86734"," 69784"," 72882"," 78820"," 83518"," 85456"," 85866"," 93158"," 92643"," 92146"," 93998"," 101960"," 101863"," 92967"," 97755"," 105480"," 109378"," 112234"," 109559"," 110003"," 104012"," 107218"," 98229"," 97783"," 95900"," 98013"," 102890"," 107302"," 108943"," 106153"," 105865"," 102998"," 100541"," 86382"," 88533"," 86272"," 86044"," 88151"," 88160"," 86834"," 85805"," 74192"," 70543"," 68058"," 51100"," 68965"," 50106"," 45777"," 45995"," 45790"," 46763"," 61112"," 61426"," 61686"," 60424"," 60773"," 61678"," 59875"," 56675"," 57633"," 55199"," 51772"
"2023F","NY","ESICP"," 14428"," 20439"," 25420"," 20452"," 21360"," 23101"," 24478"," 25046"," 25166"," 27303"," 27152"," 27006"," 27549"," 29883"," 29854"," 27247"," 28650"," 30914"," 32057"," 32894"," 32110"," 32240"," 30484"," 31424"," 28789"," 28659"," 28107"," 28726"," 30155"," 31448"," 31929"," 31112"," 31027"," 30187"," 29467"," 25317"," 25947"," 25285"," 25218"," 25835"," 25838"," 25450"," 25148"," 21745"," 20675"," 19947"," 14976"," 20213"," 14685"," 13417"," 13480"," 13420"," 13705"," 17911"," 18003"," 18079"," 17709"," 17811"," 18077"," 17548"," 16610"," 16891"," 16178"," 15174"
"2023F","NY","ESRCB"," 42636"," 46101"," 47879"," 50970"," 54267"," 58097"," 62494"," 66883"," 72997"," 79345"," 86980"," 91070"," 94810"," 100681"," 96193"," 97960"," 100525"," 101609"," 102162"," 103056"," 104349"," 104754"," 104497"," 108512"," 112036"," 111768"," 115227"," 120424"," 127815"," 129241"," 131616"," 133673"," 132111"," 136130"," 136838"," 136096"," 137451"," 136682"," 138402"," 146440"," 146776"," 150932"," 158511"," 160759"," 161657"," 172418"," 165232"," 171424"," 167304"," 164615"," 173827"," 174830"," 172959"," 173252"," 170514"," 174055"," 173436"," 167464"," 177947"," 171081"," 178301"," 177959"," 178200"," 170986"
"2023F","NY","ESRCP"," 12496"," 13512"," 14032"," 14938"," 15905"," 17027"," 18316"," 19602"," 21394"," 23255"," 25492"," 26691"," 27787"," 29508"," 28193"," 28710"," 29462"," 29780"," 29942"," 30204"," 30583"," 30702"," 30626"," 31803"," 32836"," 32757"," 33771"," 35294"," 37460"," 37878"," 38574"," 39177"," 38720"," 39897"," 40105"," 39887"," 40285"," 40059"," 40563"," 42919"," 43018"," 44236"," 46457"," 47116"," 47379"," 50533"," 48427"," 50241"," 49034"," 48246"," 50946"," 51240"," 50692"," 50777"," 49975"," 51013"," 50831"," 49081"," 52153"," 50141"," 52257"," 52157"," 52227"," 50113"
"2023F","NY","ESRPP"," 742"," 792"," 811"," 856"," 904"," 960"," 1027"," 1093"," 1185"," 1284"," 1395"," 1454"," 1515"," 1623"," 1562"," 1595"," 1642"," 1672"," 1693"," 1718"," 1741"," 1748"," 1741"," 1798"," 1850"," 1841"," 1894"," 1975"," 2088"," 2106"," 2141"," 2162"," 2122"," 2171"," 2173"," 2153"," 2167"," 2147"," 2163"," 2273"," 2264"," 2318"," 2428"," 2457"," 2471"," 2641"," 2535"," 2626"," 2552"," 2499"," 2626"," 2628"," 2590"," 2587"," 2543"," 2595"," 2589"," 2505"," 2668"," 2576"," 2599"," 2628"," 2651"," 2539"
"2023F","NY","ESTCB"," 158712"," 167598"," 188222"," 198260"," 209934"," 224511"," 239004"," 251224"," 264404"," 285210"," 299574"," 308048"," 320140"," 341185"," 329190"," 327011"," 335687"," 345797"," 352760"," 357895"," 359318"," 367425"," 361602"," 373608"," 381837"," 384444"," 392067"," 405924"," 428694"," 437430"," 441255"," 441550"," 438339"," 444141"," 447574"," 445166"," 448771"," 450193"," 457875"," 475557"," 484595"," 491945"," 503066"," 491481"," 495019"," 512304"," 485316"," 505582"," 491509"," 477797"," 493456"," 491487"," 488471"," 504618"," 502833"," 508093"," 504304"," 494714"," 511561"," 496788"," 479067"," 482538"," 488634"," 475708"
"2023F","NY","ESTCP"," 46516"," 49120"," 55165"," 58107"," 61528"," 65800"," 70048"," 73629"," 77492"," 83590"," 87800"," 90284"," 93828"," 99996"," 96480"," 95841"," 98384"," 101347"," 103388"," 104893"," 105310"," 107686"," 105979"," 109498"," 111910"," 112674"," 114908"," 118970"," 125643"," 128203"," 129324"," 129411"," 128470"," 130170"," 131177"," 130471"," 131527"," 131944"," 134196"," 139378"," 142027"," 144181"," 147440"," 144045"," 145082"," 150148"," 142238"," 148178"," 144053"," 140034"," 144624"," 144047"," 143163"," 147895"," 147372"," 148914"," 147803"," 144992"," 149930"," 145600"," 140407"," 141424"," 143211"," 139422"
